sample_id,label,class_name,n_poles,n_zeros
2126,1,highpass,4,4
2127,2,bandpass,6,6
2128,3,bandstop,4,4
2129,4,allpass,8,8
2130,0,lowpass,6,6
2131,1,highpass,2,2
2132,2,bandpass,2,2
2133,3,bandstop,6,6
2134,4,allpass,6,6
2135,0,lowpass,4,4
2136,1,highpass,6,6
2137,2,bandpass,6,6
2138,3,bandstop,6,6
2139,4,allpass,6,6
2140,0,lowpass,6,6
2141,1,highpass,8,8
2142,2,bandpass,2,2
2143,3,bandstop,8,8
2144,4,allpass,2,2
2145,0,lowpass,4,4
2146,1,highpass,8,8
2147,2,bandpass,4,4
2148,3,bandstop,2,2
2149,4,allpass,4,4
2150,0,lowpass,4,4
2151,1,highpass,6,6
2152,2,bandpass,8,8
2153,3,bandstop,6,6
2154,4,allpass,4,4
2155,0,lowpass,8,8
2156,1,highpass,8,8
2157,2,bandpass,4,4
2158,3,bandstop,6,6
2159,4,allpass,8,8
2160,0,lowpass,4,4
2161,1,highpass,8,8
2162,2,bandpass,6,6
2163,3,bandstop,8,8
2164,4,allpass,4,4
2165,0,lowpass,2,2
2166,1,highpass,8,8
2167,2,bandpass,8,8
2168,3,bandstop,2,2
2169,4,allpass,6,6
2170,0,lowpass,6,6
2171,1,highpass,6,6
2172,2,bandpass,6,6
2173,3,bandstop,4,4
2174,4,allpass,6,6
2175,0,lowpass,6,6
2176,1,highpass,6,6
2177,2,bandpass,2,2
2178,3,bandstop,6,6
2179,4,allpass,6,6
2180,0,lowpass,4,4
2181,1,highpass,6,6
2182,2,bandpass,8,8
2183,3,bandstop,6,6
2184,4,allpass,2,2
2185,0,lowpass,2,2
2186,1,highpass,6,6
2187,2,bandpass,2,2
2188,3,bandstop,2,2
2189,4,allpass,8,8
2190,0,lowpass,6,6
2191,1,highpass,2,2
2192,2,bandpass,2,2
2193,3,bandstop,2,2
2194,4,allpass,8,8
2195,0,lowpass,8,8
2196,1,highpass,2,2
2197,2,bandpass,6,6
2198,3,bandstop,4,4
2199,4,allpass,2,2
2200,0,lowpass,6,6
2201,1,highpass,8,8
2202,2,bandpass,4,4
2203,3,bandstop,4,4
2204,4,allpass,8,8
2205,0,lowpass,6,6
2206,1,highpass,4,4
2207,2,bandpass,4,4
2208,3,bandstop,8,8
2209,4,allpass,4,4
2210,0,lowpass,2,2
2211,1,highpass,2,2
2212,2,bandpass,2,2
2213,3,bandstop,6,6
2214,4,allpass,6,6
2215,0,lowpass,8,8
2216,1,highpass,4,4
2217,2,bandpass,8,8
2218,3,bandstop,6,6
2219,4,allpass,4,4
2220,0,lowpass,8,8
2221,1,highpass,2,2
2222,2,bandpass,6,6
2223,3,bandstop,6,6
2224,4,allpass,6,6
2225,0,lowpass,6,6
2226,1,highpass,8,8
2227,2,bandpass,6,6
2228,3,bandstop,2,2
2229,4,allpass,8,8
2230,0,lowpass,6,6
2231,1,highpass,4,4
2232,2,bandpass,2,2
2233,3,bandstop,8,8
2234,4,allpass,2,2
2235,0,lowpass,6,6
2236,1,highpass,4,4
2237,2,bandpass,2,2
2238,3,bandstop,8,8
2239,4,allpass,2,2
2240,0,lowpass,4,4
2241,1,highpass,4,4
2242,2,bandpass,4,4
2243,3,bandstop,2,2
2244,4,allpass,6,6
2245,0,lowpass,8,8
2246,1,highpass,6,6
2247,2,bandpass,2,2
2248,3,bandstop,8,8
2249,4,allpass,6,6
2250,0,lowpass,8,8
2251,1,highpass,2,2
2252,2,bandpass,2,2
2253,3,bandstop,8,8
2254,4,allpass,8,8
2255,0,lowpass,8,8
2256,1,highpass,4,4
2257,2,bandpass,8,8
2258,3,bandstop,8,8
2259,4,allpass,4,4
2260,0,lowpass,6,6
2261,1,highpass,4,4
2262,2,bandpass,2,2
2263,3,bandstop,4,4
2264,4,allpass,8,8
2265,0,lowpass,4,4
2266,1,highpass,2,2
2267,2,bandpass,2,2
2268,3,bandstop,6,6
2269,4,allpass,2,2
2270,0,lowpass,6,6
2271,1,highpass,6,6
2272,2,bandpass,2,2
2273,3,bandstop,6,6
2274,4,allpass,8,8
2275,0,lowpass,4,4
2276,1,highpass,8,8
2277,2,bandpass,2,2
2278,3,bandstop,8,8
2279,4,allpass,6,6
2280,0,lowpass,6,6
2281,1,highpass,8,8
2282,2,bandpass,4,4
2283,3,bandstop,6,6
2284,4,allpass,6,6
2285,0,lowpass,2,2
2286,1,highpass,6,6
2287,2,bandpass,4,4
2288,3,bandstop,4,4
2289,4,allpass,2,2
2290,0,lowpass,6,6
2291,1,highpass,2,2
2292,2,bandpass,8,8
2293,3,bandstop,4,4
2294,4,allpass,4,4
2295,0,lowpass,2,2
2296,1,highpass,6,6
2297,2,bandpass,8,8
2298,3,bandstop,2,2
2299,4,allpass,8,8
2300,0,lowpass,8,8
2301,1,highpass,6,6
2302,2,bandpass,2,2
2303,3,bandstop,8,8
2304,4,allpass,4,4
2305,0,lowpass,4,4
2306,1,highpass,2,2
2307,2,bandpass,8,8
2308,3,bandstop,8,8
2309,4,allpass,6,6
2310,0,lowpass,2,2
2311,1,highpass,6,6
2312,2,bandpass,4,4
2313,3,bandstop,6,6
2314,4,allpass,6,6
2315,0,lowpass,8,8
2316,1,highpass,6,6
2317,2,bandpass,8,8
2318,3,bandstop,4,4
2319,4,allpass,2,2
2320,0,lowpass,6,6
2321,1,highpass,2,2
2322,2,bandpass,8,8
2323,3,bandstop,4,4
2324,4,allpass,8,8
2325,0,lowpass,6,6
2326,1,highpass,8,8
2327,2,bandpass,8,8
2328,3,bandstop,6,6
2329,4,allpass,4,4
2330,0,lowpass,8,8
2331,1,highpass,4,4
2332,2,bandpass,8,8
2333,3,bandstop,2,2
2334,4,allpass,6,6
2335,0,lowpass,2,2
2336,1,highpass,4,4
2337,2,bandpass,4,4
2338,3,bandstop,8,8
2339,4,allpass,4,4
2340,0,lowpass,8,8
2341,1,highpass,4,4
2342,2,bandpass,8,8
2343,3,bandstop,8,8
2344,4,allpass,8,8
2345,0,lowpass,2,2
2346,1,highpass,8,8
2347,2,bandpass,4,4
2348,3,bandstop,6,6
2349,4,allpass,2,2
2350,0,lowpass,4,4
2351,1,highpass,2,2
2352,2,bandpass,8,8
2353,3,bandstop,2,2
2354,4,allpass,8,8
2355,0,lowpass,8,8
2356,1,highpass,6,6
2357,2,bandpass,2,2
2358,3,bandstop,8,8
2359,4,allpass,4,4
2360,0,lowpass,8,8
2361,1,highpass,4,4
2362,2,bandpass,8,8
2363,3,bandstop,8,8
2364,4,allpass,6,6
2365,0,lowpass,8,8
2366,1,highpass,4,4
2367,2,bandpass,6,6
2368,3,bandstop,6,6
2369,4,allpass,6,6
2370,0,lowpass,2,2
2371,1,highpass,8,8
2372,2,bandpass,4,4
2373,3,bandstop,2,2
2374,4,allpass,4,4
2375,0,lowpass,8,8
2376,1,highpass,6,6
2377,2,bandpass,8,8
2378,3,bandstop,8,8
2379,4,allpass,2,2
2380,0,lowpass,4,4
2381,1,highpass,8,8
2382,2,bandpass,6,6
2383,3,bandstop,2,2
2384,4,allpass,4,4
2385,0,lowpass,4,4
2386,1,highpass,4,4
2387,2,bandpass,4,4
2388,3,bandstop,6,6
2389,4,allpass,4,4
2390,0,lowpass,8,8
2391,1,highpass,8,8
2392,2,bandpass,2,2
2393,3,bandstop,4,4
2394,4,allpass,4,4
2395,0,lowpass,2,2
2396,1,highpass,4,4
2397,2,bandpass,6,6
2398,3,bandstop,2,2
2399,4,allpass,4,4
2400,0,lowpass,8,8
2401,1,highpass,8,8
2402,2,bandpass,6,6
2403,3,bandstop,2,2
2404,4,allpass,6,6
2405,0,lowpass,6,6
2406,1,highpass,2,2
2407,2,bandpass,4,4
2408,3,bandstop,2,2
2409,4,allpass,6,6
2410,0,lowpass,2,2
2411,1,highpass,4,4
2412,2,bandpass,8,8
2413,3,bandstop,6,6
2414,4,allpass,6,6
2415,0,lowpass,6,6
2416,1,highpass,8,8
2417,2,bandpass,2,2
2418,3,bandstop,4,4
2419,4,allpass,8,8
2420,0,lowpass,4,4
2421,1,highpass,2,2
2422,2,bandpass,6,6
2423,3,bandstop,6,6
2424,4,allpass,2,2
2425,0,lowpass,6,6
2426,1,highpass,8,8
2427,2,bandpass,2,2
2428,3,bandstop,2,2
2429,4,allpass,8,8
2430,0,lowpass,6,6
2431,1,highpass,4,4
2432,2,bandpass,8,8
2433,3,bandstop,2,2
2434,4,allpass,4,4
2435,0,lowpass,2,2
2436,1,highpass,8,8
2437,2,bandpass,4,4
2438,3,bandstop,8,8
2439,4,allpass,6,6
2440,0,lowpass,6,6
2441,1,highpass,4,4
2442,2,bandpass,8,8
2443,3,bandstop,2,2
2444,4,allpass,4,4
2445,0,lowpass,2,2
2446,1,highpass,8,8
2447,2,bandpass,4,4
2448,3,bandstop,8,8
2449,4,allpass,6,6
2450,0,lowpass,6,6
2451,1,highpass,2,2
2452,2,bandpass,8,8
2453,3,bandstop,8,8
2454,4,allpass,6,6
2455,0,lowpass,6,6
2456,1,highpass,6,6
2457,2,bandpass,8,8
2458,3,bandstop,4,4
2459,4,allpass,8,8
2460,0,lowpass,6,6
2461,1,highpass,2,2
2462,2,bandpass,4,4
2463,3,bandstop,6,6
2464,4,allpass,6,6
2465,0,lowpass,4,4
2466,1,highpass,2,2
2467,2,bandpass,2,2
2468,3,bandstop,6,6
2469,4,allpass,4,4
2470,0,lowpass,6,6
2471,1,highpass,6,6
2472,2,bandpass,8,8
2473,3,bandstop,6,6
2474,4,allpass,8,8
2475,0,lowpass,6,6
2476,1,highpass,8,8
2477,2,bandpass,4,4
2478,3,bandstop,6,6
2479,4,allpass,4,4
2480,0,lowpass,6,6
2481,1,highpass,8,8
2482,2,bandpass,6,6
2483,3,bandstop,4,4
2484,4,allpass,2,2
2485,0,lowpass,8,8
2486,1,highpass,6,6
2487,2,bandpass,2,2
2488,3,bandstop,2,2
2489,4,allpass,2,2
2490,0,lowpass,8,8
2491,1,highpass,6,6
2492,2,bandpass,2,2
2493,3,bandstop,6,6
2494,4,allpass,6,6
2495,0,lowpass,8,8
2496,1,highpass,2,2
2497,2,bandpass,4,4
2498,3,bandstop,4,4
2499,4,allpass,8,8
2500,0,lowpass,4,4
2501,1,highpass,8,8
2502,2,bandpass,2,2
2503,3,bandstop,8,8
2504,4,allpass,6,6
2505,0,lowpass,8,8
2506,1,highpass,6,6
2507,2,bandpass,2,2
2508,3,bandstop,4,4
2509,4,allpass,6,6
2510,0,lowpass,2,2
2511,1,highpass,2,2
2512,2,bandpass,4,4
2513,3,bandstop,6,6
2514,4,allpass,4,4
2515,0,lowpass,6,6
2516,1,highpass,8,8
2517,2,bandpass,4,4
2518,3,bandstop,4,4
2519,4,allpass,6,6
2520,0,lowpass,2,2
2521,1,highpass,2,2
2522,2,bandpass,6,6
2523,3,bandstop,8,8
2524,4,allpass,4,4
2525,0,lowpass,6,6
2526,1,highpass,8,8
2527,2,bandpass,6,6
2528,3,bandstop,4,4
2529,4,allpass,6,6
2530,0,lowpass,8,8
2531,1,highpass,2,2
2532,2,bandpass,6,6
2533,3,bandstop,4,4
2534,4,allpass,4,4
2535,0,lowpass,8,8
2536,1,highpass,2,2
2537,2,bandpass,6,6
2538,3,bandstop,8,8
2539,4,allpass,6,6
2540,0,lowpass,4,4
2541,1,highpass,6,6
2542,2,bandpass,6,6
2543,3,bandstop,8,8
2544,4,allpass,4,4
2545,0,lowpass,2,2
2546,1,highpass,2,2
2547,2,bandpass,4,4
2548,3,bandstop,8,8
2549,4,allpass,2,2
2550,0,lowpass,6,6
2551,1,highpass,2,2
2552,2,bandpass,2,2
2553,3,bandstop,4,4
2554,4,allpass,4,4
2555,0,lowpass,8,8
2556,1,highpass,4,4
2557,2,bandpass,4,4
2558,3,bandstop,2,2
2559,4,allpass,6,6
2560,0,lowpass,8,8
2561,1,highpass,2,2
2562,2,bandpass,8,8
2563,3,bandstop,2,2
2564,4,allpass,8,8
2565,0,lowpass,4,4
2566,1,highpass,2,2
2567,2,bandpass,2,2
2568,3,bandstop,8,8
2569,4,allpass,2,2
2570,0,lowpass,4,4
2571,1,highpass,2,2
2572,2,bandpass,2,2
2573,3,bandstop,2,2
2574,4,allpass,8,8
2575,0,lowpass,4,4
2576,1,highpass,8,8
2577,2,bandpass,2,2
2578,3,bandstop,8,8
2579,4,allpass,6,6
2580,0,lowpass,4,4
2581,1,highpass,8,8
2582,2,bandpass,4,4
2583,3,bandstop,8,8
2584,4,allpass,2,2
2585,0,lowpass,4,4
2586,1,highpass,2,2
2587,2,bandpass,2,2
2588,3,bandstop,8,8
2589,4,allpass,2,2
2590,0,lowpass,8,8
2591,1,highpass,4,4
2592,2,bandpass,4,4
2593,3,bandstop,6,6
2594,4,allpass,2,2
2595,0,lowpass,2,2
2596,1,highpass,8,8
2597,2,bandpass,6,6
2598,3,bandstop,8,8
2599,4,allpass,6,6
2600,0,lowpass,8,8
2601,1,highpass,4,4
2602,2,bandpass,8,8
2603,3,bandstop,8,8
2604,4,allpass,6,6
2605,0,lowpass,2,2
2606,1,highpass,6,6
2607,2,bandpass,6,6
2608,3,bandstop,4,4
2609,4,allpass,2,2
2610,0,lowpass,6,6
2611,1,highpass,8,8
2612,2,bandpass,8,8
2613,3,bandstop,6,6
2614,4,allpass,6,6
2615,0,lowpass,2,2
2616,1,highpass,6,6
2617,2,bandpass,8,8
2618,3,bandstop,4,4
2619,4,allpass,8,8
2620,0,lowpass,8,8
2621,1,highpass,4,4
2622,2,bandpass,6,6
2623,3,bandstop,2,2
2624,4,allpass,4,4
2625,0,lowpass,4,4
2626,1,highpass,6,6
2627,2,bandpass,2,2
2628,3,bandstop,6,6
2629,4,allpass,2,2
2630,0,lowpass,8,8
2631,1,highpass,2,2
2632,2,bandpass,4,4
2633,3,bandstop,8,8
2634,4,allpass,8,8
2635,0,lowpass,4,4
2636,1,highpass,6,6
2637,2,bandpass,2,2
2638,3,bandstop,4,4
2639,4,allpass,6,6
2640,0,lowpass,4,4
2641,1,highpass,2,2
2642,2,bandpass,4,4
2643,3,bandstop,2,2
2644,4,allpass,8,8
2645,0,lowpass,4,4
2646,1,highpass,4,4
2647,2,bandpass,8,8
2648,3,bandstop,2,2
2649,4,allpass,2,2
2650,0,lowpass,6,6
2651,1,highpass,2,2
2652,2,bandpass,4,4
2653,3,bandstop,4,4
2654,4,allpass,8,8
2655,0,lowpass,4,4
2656,1,highpass,6,6
2657,2,bandpass,8,8
2658,3,bandstop,6,6
2659,4,allpass,2,2
2660,0,lowpass,2,2
2661,1,highpass,6,6
2662,2,bandpass,8,8
2663,3,bandstop,4,4
2664,4,allpass,6,6
2665,0,lowpass,2,2
2666,1,highpass,2,2
2667,2,bandpass,4,4
2668,3,bandstop,2,2
2669,4,allpass,8,8
2670,0,lowpass,2,2
2671,1,highpass,8,8
2672,2,bandpass,2,2
2673,3,bandstop,2,2
2674,4,allpass,4,4
2675,0,lowpass,2,2
2676,1,highpass,8,8
2677,2,bandpass,4,4
2678,3,bandstop,8,8
2679,4,allpass,6,6
2680,0,lowpass,8,8
2681,1,highpass,2,2
2682,2,bandpass,4,4
2683,3,bandstop,8,8
2684,4,allpass,8,8
2685,0,lowpass,2,2
2686,1,highpass,4,4
2687,2,bandpass,8,8
2688,3,bandstop,4,4
2689,4,allpass,4,4
2690,0,lowpass,2,2
2691,1,highpass,2,2
2692,2,bandpass,8,8
2693,3,bandstop,2,2
2694,4,allpass,4,4
2695,0,lowpass,2,2
2696,1,highpass,6,6
2697,2,bandpass,2,2
2698,3,bandstop,4,4
2699,4,allpass,4,4
2700,0,lowpass,8,8
2701,1,highpass,4,4
2702,2,bandpass,2,2
2703,3,bandstop,8,8
2704,4,allpass,2,2
2705,0,lowpass,6,6
2706,1,highpass,8,8
2707,2,bandpass,8,8
2708,3,bandstop,8,8
2709,4,allpass,8,8
2710,0,lowpass,6,6
2711,1,highpass,6,6
2712,2,bandpass,6,6
2713,3,bandstop,4,4
2714,4,allpass,8,8
2715,0,lowpass,8,8
2716,1,highpass,6,6
2717,2,bandpass,4,4
2718,3,bandstop,4,4
2719,4,allpass,4,4
2720,0,lowpass,6,6
2721,1,highpass,6,6
2722,2,bandpass,4,4
2723,3,bandstop,4,4
2724,4,allpass,6,6
2725,0,lowpass,2,2
2726,1,highpass,6,6
2727,2,bandpass,2,2
2728,3,bandstop,6,6
2729,4,allpass,6,6
2730,0,lowpass,2,2
2731,1,highpass,4,4
2732,2,bandpass,2,2
2733,3,bandstop,8,8
2734,4,allpass,8,8
2735,0,lowpass,8,8
2736,1,highpass,4,4
2737,2,bandpass,6,6
2738,3,bandstop,2,2
2739,4,allpass,4,4
2740,0,lowpass,4,4
2741,1,highpass,6,6
2742,2,bandpass,6,6
2743,3,bandstop,2,2
2744,4,allpass,8,8
2745,0,lowpass,6,6
2746,1,highpass,2,2
2747,2,bandpass,2,2
2748,3,bandstop,4,4
2749,4,allpass,2,2
2750,0,lowpass,2,2
2751,1,highpass,6,6
2752,2,bandpass,4,4
2753,3,bandstop,2,2
2754,4,allpass,2,2
2755,0,lowpass,6,6
2756,1,highpass,8,8
2757,2,bandpass,2,2
2758,3,bandstop,4,4
2759,4,allpass,6,6
2760,0,lowpass,8,8
2761,1,highpass,2,2
2762,2,bandpass,6,6
2763,3,bandstop,6,6
2764,4,allpass,2,2
2765,0,lowpass,8,8
2766,1,highpass,4,4
2767,2,bandpass,4,4
2768,3,bandstop,4,4
2769,4,allpass,2,2
2770,0,lowpass,2,2
2771,1,highpass,6,6
2772,2,bandpass,6,6
2773,3,bandstop,2,2
2774,4,allpass,4,4
2775,0,lowpass,6,6
2776,1,highpass,2,2
2777,2,bandpass,8,8
2778,3,bandstop,8,8
2779,4,allpass,2,2
2780,0,lowpass,8,8
2781,1,highpass,2,2
2782,2,bandpass,8,8
2783,3,bandstop,2,2
2784,4,allpass,6,6
2785,0,lowpass,8,8
2786,1,highpass,2,2
2787,2,bandpass,4,4
2788,3,bandstop,8,8
2789,4,allpass,2,2
2790,0,lowpass,4,4
2791,1,highpass,4,4
2792,2,bandpass,2,2
2793,3,bandstop,2,2
2794,4,allpass,4,4
2795,0,lowpass,4,4
2796,1,highpass,8,8
2797,2,bandpass,8,8
2798,3,bandstop,6,6
2799,4,allpass,4,4
2800,0,lowpass,8,8
2801,1,highpass,2,2
2802,2,bandpass,2,2
2803,3,bandstop,2,2
2804,4,allpass,2,2
2805,0,lowpass,6,6
2806,1,highpass,6,6
2807,2,bandpass,8,8
2808,3,bandstop,6,6
2809,4,allpass,4,4
2810,0,lowpass,2,2
2811,1,highpass,8,8
2812,2,bandpass,4,4
2813,3,bandstop,6,6
2814,4,allpass,8,8
2815,0,lowpass,4,4
2816,1,highpass,2,2
2817,2,bandpass,6,6
2818,3,bandstop,2,2
2819,4,allpass,4,4
2820,0,lowpass,6,6
2821,1,highpass,8,8
2822,2,bandpass,4,4
2823,3,bandstop,8,8
2824,4,allpass,4,4
2825,0,lowpass,2,2
2826,1,highpass,8,8
2827,2,bandpass,2,2
2828,3,bandstop,2,2
2829,4,allpass,2,2
2830,0,lowpass,2,2
2831,1,highpass,8,8
2832,2,bandpass,2,2
2833,3,bandstop,2,2
2834,4,allpass,6,6
2835,0,lowpass,6,6
2836,1,highpass,4,4
2837,2,bandpass,2,2
2838,3,bandstop,8,8
2839,4,allpass,2,2
2840,0,lowpass,2,2
2841,1,highpass,2,2
2842,2,bandpass,2,2
2843,3,bandstop,2,2
2844,4,allpass,8,8
2845,0,lowpass,2,2
2846,1,highpass,6,6
2847,2,bandpass,8,8
2848,3,bandstop,8,8
2849,4,allpass,2,2
2850,0,lowpass,4,4
2851,1,highpass,4,4
2852,2,bandpass,4,4
2853,3,bandstop,8,8
2854,4,allpass,4,4
2855,0,lowpass,8,8
2856,1,highpass,4,4
2857,2,bandpass,6,6
2858,3,bandstop,6,6
2859,4,allpass,4,4
2860,0,lowpass,8,8
2861,1,highpass,6,6
2862,2,bandpass,2,2
2863,3,bandstop,6,6
2864,4,allpass,8,8
2865,0,lowpass,6,6
2866,1,highpass,8,8
2867,2,bandpass,2,2
2868,3,bandstop,6,6
2869,4,allpass,8,8
2870,0,lowpass,4,4
2871,1,highpass,2,2
2872,2,bandpass,8,8
2873,3,bandstop,6,6
2874,4,allpass,4,4
2875,0,lowpass,6,6
2876,1,highpass,4,4
2877,2,bandpass,4,4
2878,3,bandstop,2,2
2879,4,allpass,8,8
2880,0,lowpass,2,2
2881,1,highpass,2,2
2882,2,bandpass,6,6
2883,3,bandstop,4,4
2884,4,allpass,2,2
2885,0,lowpass,2,2
2886,1,highpass,2,2
2887,2,bandpass,6,6
2888,3,bandstop,6,6
2889,4,allpass,2,2
2890,0,lowpass,2,2
2891,1,highpass,6,6
2892,2,bandpass,4,4
2893,3,bandstop,8,8
2894,4,allpass,8,8
2895,0,lowpass,2,2
2896,1,highpass,2,2
2897,2,bandpass,8,8
2898,3,bandstop,4,4
2899,4,allpass,2,2
2900,0,lowpass,8,8
2901,1,highpass,6,6
2902,2,bandpass,2,2
2903,3,bandstop,4,4
2904,4,allpass,4,4
2905,0,lowpass,2,2
2906,1,highpass,4,4
2907,2,bandpass,2,2
2908,3,bandstop,4,4
2909,4,allpass,2,2
2910,0,lowpass,4,4
2911,1,highpass,8,8
2912,2,bandpass,4,4
2913,3,bandstop,2,2
2914,4,allpass,6,6
2915,0,lowpass,6,6
2916,1,highpass,8,8
2917,2,bandpass,4,4
2918,3,bandstop,6,6
2919,4,allpass,6,6
2920,0,lowpass,8,8
2921,1,highpass,6,6
2922,2,bandpass,6,6
2923,3,bandstop,6,6
2924,4,allpass,4,4
2925,0,lowpass,4,4
2926,1,highpass,4,4
2927,2,bandpass,6,6
2928,3,bandstop,6,6
2929,4,allpass,4,4
2930,0,lowpass,2,2
2931,1,highpass,8,8
2932,2,bandpass,6,6
2933,3,bandstop,6,6
2934,4,allpass,8,8
2935,0,lowpass,4,4
2936,1,highpass,8,8
2937,2,bandpass,6,6
2938,3,bandstop,6,6
2939,4,allpass,8,8
2940,0,lowpass,2,2
2941,1,highpass,4,4
2942,2,bandpass,4,4
2943,3,bandstop,2,2
2944,4,allpass,2,2
2945,0,lowpass,2,2
2946,1,highpass,4,4
2947,2,bandpass,2,2
2948,3,bandstop,6,6
2949,4,allpass,4,4
2950,0,lowpass,2,2
2951,1,highpass,2,2
2952,2,bandpass,8,8
2953,3,bandstop,8,8
2954,4,allpass,4,4
2955,0,lowpass,4,4
2956,1,highpass,8,8
2957,2,bandpass,2,2
2958,3,bandstop,6,6
2959,4,allpass,4,4
2960,0,lowpass,6,6
2961,1,highpass,4,4
2962,2,bandpass,8,8
2963,3,bandstop,6,6
2964,4,allpass,6,6
2965,0,lowpass,2,2
2966,1,highpass,6,6
2967,2,bandpass,6,6
2968,3,bandstop,8,8
2969,4,allpass,2,2
2970,0,lowpass,4,4
2971,1,highpass,4,4
2972,2,bandpass,4,4
2973,3,bandstop,4,4
2974,4,allpass,2,2
2975,0,lowpass,2,2
2976,1,highpass,2,2
2977,2,bandpass,2,2
2978,3,bandstop,4,4
2979,4,allpass,6,6
2980,0,lowpass,6,6
2981,1,highpass,6,6
2982,2,bandpass,4,4
2983,3,bandstop,8,8
2984,4,allpass,6,6
2985,0,lowpass,8,8
2986,1,highpass,8,8
2987,2,bandpass,4,4
2988,3,bandstop,8,8
2989,4,allpass,4,4
2990,0,lowpass,6,6
2991,1,highpass,8,8
2992,2,bandpass,2,2
2993,3,bandstop,4,4
2994,4,allpass,2,2
2995,0,lowpass,8,8
2996,1,highpass,4,4
2997,2,bandpass,6,6
2998,3,bandstop,2,2
2999,4,allpass,8,8
3000,0,lowpass,6,6
3001,1,highpass,6,6
3002,2,bandpass,2,2
3003,3,bandstop,2,2
3004,4,allpass,6,6
3005,0,lowpass,6,6
3006,1,highpass,8,8
3007,2,bandpass,8,8
3008,3,bandstop,2,2
3009,4,allpass,4,4
3010,0,lowpass,6,6
3011,1,highpass,6,6
3012,2,bandpass,4,4
3013,3,bandstop,8,8
3014,4,allpass,8,8
3015,0,lowpass,2,2
3016,1,highpass,2,2
3017,2,bandpass,8,8
3018,3,bandstop,4,4
3019,4,allpass,2,2
3020,0,lowpass,2,2
3021,1,highpass,8,8
3022,2,bandpass,8,8
3023,3,bandstop,8,8
3024,4,allpass,2,2
3025,0,lowpass,8,8
3026,1,highpass,2,2
3027,2,bandpass,8,8
3028,3,bandstop,2,2
3029,4,allpass,2,2
3030,0,lowpass,6,6
3031,1,highpass,4,4
3032,2,bandpass,8,8
3033,3,bandstop,6,6
3034,4,allpass,6,6
3035,0,lowpass,8,8
3036,1,highpass,6,6
3037,2,bandpass,8,8
3038,3,bandstop,6,6
3039,4,allpass,4,4
3040,0,lowpass,4,4
3041,1,highpass,6,6
3042,2,bandpass,6,6
3043,3,bandstop,6,6
3044,4,allpass,8,8
3045,0,lowpass,4,4
3046,1,highpass,6,6
3047,2,bandpass,2,2
3048,3,bandstop,4,4
3049,4,allpass,4,4
3050,0,lowpass,2,2
3051,1,highpass,4,4
3052,2,bandpass,4,4
3053,3,bandstop,4,4
3054,4,allpass,4,4
3055,0,lowpass,8,8
3056,1,highpass,2,2
3057,2,bandpass,4,4
3058,3,bandstop,4,4
3059,4,allpass,2,2
3060,0,lowpass,6,6
3061,1,highpass,2,2
3062,2,bandpass,2,2
3063,3,bandstop,8,8
3064,4,allpass,2,2
3065,0,lowpass,4,4
3066,1,highpass,6,6
3067,2,bandpass,4,4
3068,3,bandstop,4,4
3069,4,allpass,2,2
3070,0,lowpass,4,4
3071,1,highpass,6,6
3072,2,bandpass,4,4
3073,3,bandstop,8,8
3074,4,allpass,4,4
3075,0,lowpass,6,6
3076,1,highpass,6,6
3077,2,bandpass,2,2
3078,3,bandstop,2,2
3079,4,allpass,8,8
3080,0,lowpass,8,8
3081,1,highpass,4,4
3082,2,bandpass,2,2
3083,3,bandstop,8,8
3084,4,allpass,8,8
3085,0,lowpass,6,6
3086,1,highpass,4,4
3087,2,bandpass,4,4
3088,3,bandstop,2,2
3089,4,allpass,8,8
3090,0,lowpass,6,6
3091,1,highpass,2,2
3092,2,bandpass,2,2
3093,3,bandstop,6,6
3094,4,allpass,8,8
3095,0,lowpass,6,6
3096,1,highpass,2,2
3097,2,bandpass,6,6
3098,3,bandstop,8,8
3099,4,allpass,2,2
3100,0,lowpass,2,2
3101,1,highpass,4,4
3102,2,bandpass,6,6
3103,3,bandstop,8,8
3104,4,allpass,2,2
3105,0,lowpass,6,6
3106,1,highpass,8,8
3107,2,bandpass,8,8
3108,3,bandstop,6,6
3109,4,allpass,8,8
3110,0,lowpass,2,2
3111,1,highpass,8,8
3112,2,bandpass,4,4
3113,3,bandstop,8,8
3114,4,allpass,2,2
3115,0,lowpass,4,4
3116,1,highpass,2,2
3117,2,bandpass,8,8
3118,3,bandstop,2,2
3119,4,allpass,6,6
3120,0,lowpass,4,4
3121,1,highpass,8,8
3122,2,bandpass,6,6
3123,3,bandstop,4,4
3124,4,allpass,8,8
3125,0,lowpass,8,8
3126,1,highpass,2,2
3127,2,bandpass,2,2
3128,3,bandstop,8,8
3129,4,allpass,8,8
3130,0,lowpass,8,8
3131,1,highpass,4,4
3132,2,bandpass,8,8
3133,3,bandstop,4,4
3134,4,allpass,8,8
3135,0,lowpass,6,6
3136,1,highpass,4,4
3137,2,bandpass,2,2
3138,3,bandstop,8,8
3139,4,allpass,2,2
3140,0,lowpass,8,8
3141,1,highpass,4,4
3142,2,bandpass,8,8
3143,3,bandstop,6,6
3144,4,allpass,6,6
3145,0,lowpass,6,6
3146,1,highpass,6,6
3147,2,bandpass,8,8
3148,3,bandstop,6,6
3149,4,allpass,8,8
3150,0,lowpass,8,8
3151,1,highpass,8,8
3152,2,bandpass,2,2
